id,predictions,band_gap
6145c7034e27a1844a5f0afa,1.1425675,1.1374
6141ea78baaf234b352904a8,1.1011986,1.0976
614322e631cf3ef3d4a9f6e8,0.39543116,0.3993
6141cfa831cf3ef3d4a9edbe,0.40015653,0.4000999999999999
61424f4231cf3ef3d4a9f452,0.42734745,0.4312
6141cf8e31cf3ef3d4a9edb0,0.4108692,0.419
614203024e27a1844a5f052a,1.1473294,1.1462
6141d2424e27a1844a5f0142,1.1446426,1.1434
6141d0af3ac25c70a5c6c897,0.179108,0.1720999999999999
6141e5daee0a3fd43fb47ced,0.3516722,0.3583
6142384b31cf3ef3d4a9f3de,0.2985306,0.3011999999999999
6141d64031cf3ef3d4a9ef2e,0.4219422,0.4296999999999999
6141d98ebaaf234b35290392,1.0967191,1.0949
6141d505ee0a3fd43fb47b81,0.34609103,0.3530999999999999
6141e0683ac25c70a5c6c97d,0.38513616,0.3853999999999999
6141cfb49cbada84a867684b,1.7958945,1.8057
61430bae3ac25c70a5c6cc93,0.4134083,0.4337999999999999
614230c64e27a1844a5f06a6,1.1459422,1.1449
6142241dbaaf234b35290626,1.0888404,1.0835
61424488baaf234b35290696,1.0419843,1.0381
6141fc764e27a1844a5f04e2,1.1443899,1.1425
6141da71ee0a3fd43fb47c1d,0.43798098,0.4375
6141fea6baaf234b35290566,0.944324,0.9416
6141d0944e27a1844a5f00d8,1.1435789,1.1427
6141d8b24e27a1844a5f0238,1.1439729,1.1457
6142c2e131cf3ef3d4a9f610,0.40635517,0.3920999999999999
614304623ac25c70a5c6cc8f,0.27656823,0.2817999999999999
6141e5dabaaf234b3529045e,1.1061652,1.1063
6141cf1c9cbada84a86767cf,1.8028703,1.8095
6141ec0431cf3ef3d4a9f0fe,0.35160854,0.3543999999999999
6141e5994e27a1844a5f0378,1.1443226,1.1461
6141d70a31cf3ef3d4a9ef48,0.29028636,0.2942
6141d2d99cbada84a867691b,1.8003457,1.8096
61421a314e27a1844a5f0600,1.1454375,1.1459
614221ec4e27a1844a5f063a,1.1475486,1.146
614200009cbada84a8676bef,1.8035069,1.8095
6141d7c0ee0a3fd43fb47bd7,0.34686673,0.3606
6141e9969cbada84a8676b1b,1.8011248,1.8083
61429f0f4e27a1844a5f08b2,1.1774453,1.1767
61428fe84e27a1844a5f0872,1.1436002,1.1486
6141e198ee0a3fd43fb47caf,0.35345423,0.3578
6141d7ed4e27a1844a5f021e,1.144026,1.1472
6142305fbaaf234b3529065a,1.107139,1.1103999999999998
61421c2631cf3ef3d4a9f308,0.3938624,0.4003
6141f6b831cf3ef3d4a9f190,0.38567048,0.3931
6143e6553ac25c70a5c6cd45,0.3497172,0.3571
614240b0baaf234b3529068a,1.120128,1.125
614458a04e27a1844a5f0ac0,1.1397132,1.1458
61420bdbee0a3fd43fb47e53,0.26780453,0.2789
6141d43a3ac25c70a5c6c8e7,0.28856656,0.2941999999999999
6141d41eee0a3fd43fb47b61,0.39758906,0.385
6142225fbaaf234b3529061c,1.10889,1.1114
6141cf3bee0a3fd43fb47a11,0.34548196,0.3542999999999999
6141cf4eee0a3fd43fb47a21,0.38712722,0.3907
6141d1e59cbada84a86768ed,1.7972428,1.8072
6141dbab31cf3ef3d4a9efce,0.3896909,0.3937
6141f477ee0a3fd43fb47dab,0.40687272,0.4197000000000001
61431a044e27a1844a5f09cc,1.1548868,1.1504
6141d179ee0a3fd43fb47ae5,0.3533572,0.3599
6141f9f39cbada84a8676bbf,1.8030015,1.8086
61420e993ac25c70a5c6ca95,0.3798995,0.4134
61469dab3ac25c70a5c6cde1,0.34907433,0.3515999999999999
6141fd104e27a1844a5f04e6,1.1462749,1.1475
6141cf11cc0e69a0cf28ab37,1.1432283,1.1475
6143238c3ac25c70a5c6ccad,0.25062004,0.2542
61424e2b31cf3ef3d4a9f44e,0.38772467,0.3887
6141ff0bee0a3fd43fb47e0f,0.34523597,0.3498
6141e146ee0a3fd43fb47ca9,0.34889796,0.3534
61426c06baaf234b352906dc,1.102909,1.1053
6142ba053ac25c70a5c6cc39,0.3664982,0.3933000000000001
6141e2eb9cbada84a8676ab7,1.8035345,1.8092
6141d3e031cf3ef3d4a9eed2,0.2728663,0.2754
614235b531cf3ef3d4a9f3cc,0.34329748,0.3508
6141d342ee0a3fd43fb47b3f,0.3547224,0.3583
6141ee84baaf234b352904de,1.108951,1.1071
614368b431cf3ef3d4a9f752,0.39656597,0.4061
61453fc231cf3ef3d4a9f826,0.3928992,0.4003
6141f7eb9cbada84a8676ba5,1.8021666,1.8095
6141ecd04e27a1844a5f03f4,1.1440197,1.1446
6141cfb74e27a1844a5f0080,1.1442407,1.1443
614285c84e27a1844a5f0848,1.1425925,1.1443
6141cf2c9cbada84a86767e9,1.7976867,1.8069
6141df794e27a1844a5f02f6,1.146829,1.1483
6141df6431cf3ef3d4a9f022,0.35530785,0.3925999999999999
6142052aee0a3fd43fb47e2b,0.39155906,0.4191
6141d244baaf234b352902aa,1.089439,1.0897
6141ea2f4e27a1844a5f03ce,1.1376234,1.1403
6141cf8531cf3ef3d4a9edaa,0.39238048,0.3967
6141d2919cbada84a8676911,1.8006105,1.8081
614277eb4e27a1844a5f080c,1.1491715,1.1474
6142000bee0a3fd43fb47e17,0.34775308,0.3502999999999999
6141e20a4e27a1844a5f032e,1.1457566,1.1453
614222619cbada84a8676ca1,1.8024933,1.8086
61423a3f3ac25c70a5c6cb39,0.3480627,0.3591
6141ff6031cf3ef3d4a9f1f6,0.2722421,0.2774
6143820a4e27a1844a5f0a4c,1.1418225,1.1418
614283033ac25c70a5c6cbe9,0.39448434,0.4102
6141fb7031cf3ef3d4a9f1cc,0.39660075,0.3950999999999999
6142dcd74e27a1844a5f0958,1.1451299,1.1468
6141d03831cf3ef3d4a9edfa,0.3509607,0.3521000000000001
6141f224baaf234b35290502,1.0996212,1.0997
6144631f3ac25c70a5c6cd79,0.28112006,0.296
61431c9e31cf3ef3d4a9f6de,0.4002566,0.4044
614279dd4e27a1844a5f0814,1.1458403,1.1482
614256bb9cbada84a8676d21,1.7994528,1.8084
6141f87fee0a3fd43fb47dd3,0.34989122,0.3594
6141d70c9cbada84a86769b5,1.8046895,1.8094
6141d62bee0a3fd43fb47ba9,0.3502636,0.3574
6141cfb531cf3ef3d4a9edc4,0.39214888,0.4047
6141e85a31cf3ef3d4a9f0c6,0.2821196,0.3032
6142c3bd9cbada84a8676d77,1.8021351,1.8103
6142280dee0a3fd43fb47ecb,0.34914792,0.3578
6141cf719cbada84a8676825,1.7997223,1.8083
6142dfd24e27a1844a5f095e,1.1387057,1.1376
61423b0fbaaf234b35290678,0.9679821,0.9581
6142ca6b31cf3ef3d4a9f628,0.34551206,0.3440999999999999
6141d0754e27a1844a5f00ce,1.1347224,1.1396
6141e3903ac25c70a5c6c997,0.40133935,0.4075999999999999
6141ed024e27a1844a5f03f8,1.144852,1.1469
6141cf5dee0a3fd43fb47a2d,0.28742495,0.3016999999999999
6142101a31cf3ef3d4a9f2ac,0.34351155,0.3492999999999999
6141de644e27a1844a5f02da,1.1444641,1.1481
6141cff9ee0a3fd43fb47a77,0.35215542,0.3548
6142db7c31cf3ef3d4a9f656,0.39437678,0.3957
614312ff31cf3ef3d4a9f6d0,0.383817,0.3893
6141f06f9cbada84a8676b67,1.7992258,1.8089
61422f6131cf3ef3d4a9f39e,0.3613694,0.3528
6141e735ee0a3fd43fb47d03,0.35140106,0.3597
6141d2bc4e27a1844a5f015a,1.1419646,1.1466
61423f74baaf234b35290686,1.1006526,1.0941
6141fd89ee0a3fd43fb47dff,0.34664586,0.3534
6141d2c5ee0a3fd43fb47b29,0.3403666,0.3479
61436bb03ac25c70a5c6ccf9,0.39501533,0.4118
6141e3c03ac25c70a5c6c999,0.39397725,0.4149
6142dbea3ac25c70a5c6cc5f,0.41273126,0.4367
6141ecf03ac25c70a5c6c9df,0.40897062,0.4206
61420140ee0a3fd43fb47e1d,0.38606793,0.3845999999999999
6141e165baaf234b3529041a,1.1075555,1.107
6141cf1f4e27a1844a5f000e,1.1436762,1.1446
6141d5954e27a1844a5f01d0,1.1452147,1.1479
6141d0103ac25c70a5c6c881,0.3941252,0.4186999999999999
6141d1434e27a1844a5f0108,1.435375,1.1484
6142791731cf3ef3d4a9f524,0.29246867,0.2889
6142ae9e4e27a1844a5f08e2,1.142968,1.1454
6141f80e4e27a1844a5f04a2,1.1437286,1.148
6141e251ee0a3fd43fb47cbd,0.34382734,0.3509
6141db54ee0a3fd43fb47c33,0.35207957,0.3585
614200eb3ac25c70a5c6ca59,0.40066576,0.4061999999999999
614228044e27a1844a5f0668,1.1374606,1.1398
6141dc2831cf3ef3d4a9efdc,0.35641024,0.3546
6141d123ee0a3fd43fb47ad1,0.3970746,0.3931
6142738b3ac25c70a5c6cbd5,0.394932,0.3952
6142374f4e27a1844a5f06ca,1.1450268,1.1459
61424b5f4e27a1844a5f0742,1.1524173,1.1509
6141cf2351c1cbd9654b887a,1.1045004,1.111
6141d7349cbada84a86769bb,1.8011711,1.8091
61421b4aee0a3fd43fb47e99,0.42163962,0.4306999999999999
6143806031cf3ef3d4a9f76c,0.29655063,0.3005
614339484e27a1844a5f09fc,1.1438891,1.1388
6141dfdbbaaf234b35290404,1.1100985,1.1126
6141dd32baaf234b352903d4,1.1047714,1.104
6141cff0baaf234b3529021a,1.1056298,1.1068
6141fe0dee0a3fd43fb47e03,0.3533314,0.3592
614688ce31cf3ef3d4a9f83a,0.39420137,0.4016
6141fa2631cf3ef3d4a9f1be,0.40179762,0.4257000000000001
6142a94f4e27a1844a5f08d4,1.1455749,1.1448
6142488c31cf3ef3d4a9f42e,0.3505377,0.3572
6141f0cd9cbada84a8676b6d,1.8031572,1.8095
6141cf32baaf234b352901b4,1.110415,1.1093
6141f84631cf3ef3d4a9f1a4,0.34739348,0.3571
614284fa4e27a1844a5f0842,1.137776,1.1373
614204c731cf3ef3d4a9f22e,0.31242064,0.3129
614220f5ee0a3fd43fb47eb7,0.42325833,0.4276999999999999
6141f9869cbada84a8676bbb,1.8027537,1.8096
61420c45baaf234b352905b6,1.0949911,1.1066
6141cf193ac25c70a5c6c83f,0.2851719,0.2991
61434e6431cf3ef3d4a9f72c,0.34794667,0.3479
61426c9431cf3ef3d4a9f4f4,0.400993,0.391
6141f2d4baaf234b35290506,1.0851493,1.082
6142079cee0a3fd43fb47e39,0.34788695,0.3589
6141e6859cbada84a8676af3,1.8009053,1.8073
614201e54e27a1844a5f051e,1.1406949,1.137
61424d10baaf234b352906aa,1.0872313,1.0844
6142f3d231cf3ef3d4a9f696,0.26632345,0.2749999999999999
6141d4684e27a1844a5f01a6,1.1405867,1.1377
6141d0f99cbada84a86768b5,1.8019168,1.8085
6141da209cbada84a8676a09,1.8014597,1.8091
6142a2494e27a1844a5f08be,1.1430818,1.1441
6141d19431cf3ef3d4a9ee5c,0.3960925,0.4014
6141e0dcee0a3fd43fb47ca1,0.352979,0.357
6141cfc09cbada84a8676851,1.8040135,1.8088
6141df1231cf3ef3d4a9f01c,0.40970835,0.4167
6142627631cf3ef3d4a9f4c0,0.38215503,0.3896999999999999
61423bb6baaf234b3529067a,1.1095846,1.1082
614299f94e27a1844a5f08a0,1.1480526,1.1471
6141dbcf31cf3ef3d4a9efd2,0.41228017,0.4175999999999999
6141d9124e27a1844a5f0242,1.1415352,1.1367
614282ffbaaf234b352906f4,0.65334904,0.653
614251934e27a1844a5f0770,1.1459808,1.1469
6142a5cc4e27a1844a5f08cc,1.1439042,1.1454
6141d73731cf3ef3d4a9ef4e,0.35382128,0.3572999999999999
6141dffcee0a3fd43fb47c93,0.35155413,0.3551999999999999
61423b8c3ac25c70a5c6cb3f,0.39848012,0.4284
61430acf4e27a1844a5f09b8,1.1411278,1.1409
6141d8654e27a1844a5f022e,1.1460558,1.1435
6141fba3ee0a3fd43fb47df1,0.34999144,0.3567
6141e14831cf3ef3d4a9f04e,0.4331945,0.4311
6141f11f3ac25c70a5c6c9fb,0.38762698,0.3923
6141cf19cc0e69a0cf28ab49,1.1450273,1.1485
6142107931cf3ef3d4a9f2b0,0.26909897,0.2893
614274b231cf3ef3d4a9f514,0.42284366,0.4318999999999999
6142fcea4e27a1844a5f099e,1.1453496,1.1443
6141f6d84e27a1844a5f0494,1.139389,1.1389
614210fe31cf3ef3d4a9f2b4,0.4013524,0.3924
6141de079cbada84a8676a61,1.8004185,1.8095
6141ea9d31cf3ef3d4a9f0ea,0.3652844,0.3571999999999999
614217f84e27a1844a5f05f2,1.1412877,1.1467
6141d08e4e27a1844a5f00d6,1.1511161,1.149
6141d5584e27a1844a5f01c8,1.143485,1.1451
614304c19cbada84a8676d81,1.7951232,1.806
6142bf1c31cf3ef3d4a9f608,0.41441163,0.4311
614293d731cf3ef3d4a9f58e,0.35169575,0.3554
6141db574e27a1844a5f0286,1.1361886,1.1385
614200a0ee0a3fd43fb47e1b,0.41567793,0.4269999999999999
6141d8e04e27a1844a5f023e,1.1448027,1.1437
61420eb7baaf234b352905c6,0.9453177,0.945
6141cf22a05be5973bd77a7d,1.1179427,1.1456
6141d2ec9cbada84a867691f,1.8018851,1.8068
6141d08dee0a3fd43fb47aab,0.34022787,0.3519
614256d5baaf234b352906c2,1.0955591,1.0948
614246303ac25c70a5c6cb57,0.39967728,0.4142
614205e54e27a1844a5f0544,1.1441473,1.1421
61422b2c31cf3ef3d4a9f386,0.38969788,0.3559
61423f3e4e27a1844a5f0700,1.1721681,1.1785
6141e4674e27a1844a5f0360,1.144822,1.1418
6141d3c84e27a1844a5f018a,1.1474587,1.1449
6141cf2202d926221cabc557,0.36738792,0.3823999999999999
6141e7fabaaf234b35290480,1.0031614,1.0043
6141d0f44e27a1844a5f00f4,1.1457287,1.1467999999999998
6143fae931cf3ef3d4a9f7ba,0.34814015,0.3559
6141d172ee0a3fd43fb47ae3,0.351588,0.359
6141d32e3ac25c70a5c6c8d3,0.40577966,0.4207999999999999
6142a41e4e27a1844a5f08c2,1.142234,1.1466
6141dcfe31cf3ef3d4a9efee,0.2789478,0.3077
6141d0b431cf3ef3d4a9ee22,0.35317373,0.3573
6141d37cbaaf234b352902e0,1.0356157,1.0339
614258a931cf3ef3d4a9f494,0.40991914,0.415
6141f561ee0a3fd43fb47db3,0.35269132,0.3561999999999999
6141cfb131cf3ef3d4a9edc2,0.39201555,0.3901
6141cf4b31cf3ef3d4a9ed84,0.3608097,0.3583
6141cf1d31cf3ef3d4a9ed50,0.34740606,0.352
614247df4e27a1844a5f072c,1.1446271,1.1452
6141f856baaf234b35290532,1.0899004,1.0886
6141de9c3ac25c70a5c6c96b,0.38639978,0.3851
6142b0464e27a1844a5f08e8,1.1431906,1.1451
6141e565ee0a3fd43fb47ce7,0.26849392,0.276
6141cf2731cf3ef3d4a9ed60,0.42706698,0.43
6142e26f3ac25c70a5c6cc67,0.36067966,0.3562
6142172e4e27a1844a5f05ec,1.1478564,1.1452
614265a431cf3ef3d4a9f4d6,0.36859953,0.3834
6141eaa3baaf234b352904aa,1.1031287,1.1039
6141d74ebaaf234b3529035a,1.0951351,1.0934
6142c70831cf3ef3d4a9f622,0.39995587,0.4245
61423df6baaf234b35290682,1.1008525,1.1032
614449ea4e27a1844a5f0abc,1.1348907,1.1351
6141f9c73ac25c70a5c6ca33,0.3982105,0.392
6141f2fbbaaf234b35290508,1.1048557,1.1047
6141e1329cbada84a8676a9d,1.801901,1.8095
6141d2ceee0a3fd43fb47b2b,0.3484173,0.3564
614203b29cbada84a8676c0f,1.802844,1.8078
6141f142ee0a3fd43fb47d87,0.420953,0.4229
6142665fee0a3fd43fb47f4b,0.35221225,0.3566
6141d14eee0a3fd43fb47adb,0.42351505,0.436
6141d80a3ac25c70a5c6c923,0.34741196,0.3504
6141d77d4e27a1844a5f0210,1.1479708,1.147
6141e3514e27a1844a5f034a,1.1386793,1.1362
6142302f31cf3ef3d4a9f3a2,0.34826544,0.3571
6141eb033ac25c70a5c6c9d1,0.35218003,0.3565
6141ebce4e27a1844a5f03e6,1.1450083,1.1463
61423512baaf234b3529066a,1.1173185,1.1165
6141e6a14e27a1844a5f0390,1.1431546,1.1449
6141d08dbaaf234b3529024c,1.105016,1.109
6141fbdbbaaf234b3529054e,1.1028962,1.099
6141cf4269b0784ffcf8f86b,0.3521005,0.3591
6141d0c59cbada84a86768a9,1.8006516,1.8103
6142136dbaaf234b352905d8,1.1005306,1.1015
614213fe4e27a1844a5f05ca,1.1436901,1.1454
61427eaa31cf3ef3d4a9f53c,0.39555207,0.4161
61424a7c4e27a1844a5f073e,1.142306,1.1432
6141d4b69cbada84a8676965,1.8044715,1.8083
614222babaaf234b35290620,1.0035019,1.0022
6142165eee0a3fd43fb47e81,0.35401604,0.3585
614261e231cf3ef3d4a9f4bc,0.26635417,0.2714999999999999
6142d40931cf3ef3d4a9f63e,0.40240613,0.3969
6141e899baaf234b3529048c,1.1129353,1.1115
6141d03e31cf3ef3d4a9edfc,0.34973305,0.353
61420ac39cbada84a8676c45,1.7998146,1.8059
6141d92fee0a3fd43fb47bfb,0.39260045,0.3625
6141e1c1baaf234b35290420,1.1069218,1.1008
6141ffa44e27a1844a5f0508,1.1457069,1.1483
6141e8f131cf3ef3d4a9f0d0,0.40355733,0.4116
6141d18d9cbada84a86768db,1.8033539,1.8087
61427ad931cf3ef3d4a9f52c,0.29661644,0.3018
6142f02631cf3ef3d4a9f688,0.39880118,0.4028
61420b5a31cf3ef3d4a9f27c,0.40095803,0.4210999999999999
6142ab9331cf3ef3d4a9f5d4,0.34743828,0.3502999999999999
6141dae9ee0a3fd43fb47c2b,0.34607962,0.3601999999999999
61423616baaf234b35290670,1.0875616,1.0831
6142574f31cf3ef3d4a9f48e,0.28400707,0.2849
6141d0ad31cf3ef3d4a9ee20,0.40258655,0.4084
6141cf8aee0a3fd43fb47a47,0.35181293,0.3587
6141fb883ac25c70a5c6ca3d,0.40373176,0.4117
6141fa2f4e27a1844a5f04c0,1.1448222,1.1484
6141e0c49cbada84a8676a93,1.7997235,1.8096
614218bd31cf3ef3d4a9f2ee,0.35360152,0.3527
6141dc5331cf3ef3d4a9efe0,0.2899328,0.2857
6141e22e9cbada84a8676aad,1.8024038,1.8098
61422d869cbada84a8676cbd,1.80485,1.8086
6142d3963ac25c70a5c6cc57,0.39288557,0.4215
6141eafcbaaf234b352904ae,1.121949,1.1232
6141de6531cf3ef3d4a9f00e,0.3585737,0.3891
6141f1149cbada84a8676b6f,1.796132,1.8068
614229469cbada84a8676cb3,1.8012377,1.81
61421f8d4e27a1844a5f0622,1.1429199,1.1476000000000002
6141d4899cbada84a867695f,1.7997963,1.8061
6141d528baaf234b35290318,1.1097428,1.112
614277dbee0a3fd43fb47f61,0.26733002,0.2742
61425d0d3ac25c70a5c6cb99,0.39743352,0.3996999999999999
614279ac3ac25c70a5c6cbdd,0.40787336,0.4038
614286e33ac25c70a5c6cbf3,0.3955595,0.3967
614217adee0a3fd43fb47e85,0.39999095,0.4181
6141d0de4e27a1844a5f00ee,1.1794531,1.1787999999999998
6141f15a4e27a1844a5f0442,1.1434326,1.1436
6142b3e43ac25c70a5c6cc35,0.40510368,0.4145
6143c7bf31cf3ef3d4a9f79a,0.35303804,0.358
6141cf171d648932fbc3428f,1.4411397,1.8026
61429a26ee0a3fd43fb47f71,0.35259894,0.3615
61433c364e27a1844a5f0a02,1.1449344,1.1455
6143479d31cf3ef3d4a9f720,0.40203407,0.4168
6141db2c3ac25c70a5c6c947,0.30442616,0.3082
6141d2e1ee0a3fd43fb47b2d,0.39419353,0.4020999999999999
61463ed331cf3ef3d4a9f836,0.34912708,0.3591000000000001
61426f414e27a1844a5f07ec,1.1383129,1.1383
6142683eee0a3fd43fb47f51,0.354203,0.3583
6142606f4e27a1844a5f07b6,1.1436168,1.1445
6141d09c9cbada84a867689d,1.800145,1.8079
614261644e27a1844a5f07bc,1.146024,1.1448
6141cf519cbada84a867680d,1.8009394,1.8086
61429809ee0a3fd43fb47f6f,0.34091946,0.3510999999999999
6142926631cf3ef3d4a9f58a,0.35227486,0.3767
6141d47731cf3ef3d4a9eeec,0.38720912,0.3922
61426378baaf234b352906d0,0.64786464,0.6457999999999999
6142031bee0a3fd43fb47e23,0.26776597,0.2754
614376a431cf3ef3d4a9f762,0.4047873,0.4112
6144aa6b3ac25c70a5c6cd8d,0.39425257,0.3895999999999999
6141ee064e27a1844a5f040c,1.1439335,1.1462
6143465f31cf3ef3d4a9f71e,0.3852931,0.3915999999999999
6142092a4e27a1844a5f0562,1.1843712,1.1808
6141cf1bee0a3fd43fb479e9,0.34055218,0.3446
6142065d31cf3ef3d4a9f23e,0.36279088,0.3566
614214734e27a1844a5f05ce,1.14292,1.1412
6141cfa09cbada84a8676841,1.8059784,1.8083
614272b331cf3ef3d4a9f508,0.3893157,0.4185
6141cf7e3ac25c70a5c6c865,0.41425654,0.4208999999999999
61420a5cbaaf234b352905b0,1.0411104,1.0379999999999998
61420c2731cf3ef3d4a9f286,0.3005512,0.3377
614206c331cf3ef3d4a9f244,0.4122701,0.4273999999999999
6141d4c29cbada84a8676967,1.8013949,1.8085
61430ba831cf3ef3d4a9f6c6,0.34868875,0.3507
6141d2489cbada84a8676901,1.8037685,1.809
61429b7dbaaf234b35290714,1.0585696,1.0597
6141e2a19cbada84a8676ab5,1.7974364,1.808
61427b299cbada84a8676d51,1.8026065,1.808
6141d97dbaaf234b35290390,1.1035932,1.1062
6141ef90ee0a3fd43fb47d73,0.35385248,0.3595
6141d1ef4e27a1844a5f0132,1.1516846,1.147
6143a3fb3ac25c70a5c6cd1f,0.34463567,0.3513999999999999
614284b84e27a1844a5f0840,1.1447052,1.1389
6141e4534e27a1844a5f035e,1.1461775,1.1426
6142c8ba3ac25c70a5c6cc43,0.36938128,0.3753
614289ea31cf3ef3d4a9f564,0.40798983,0.4193
6141f2354e27a1844a5f044e,1.1427108,1.1391
6141ec16baaf234b352904be,1.0944624,1.0907
6141dc459cbada84a8676a3b,1.8026965,1.8088
6141dc229cbada84a8676a37,1.8010349,1.8066
6141d6f3ee0a3fd43fb47bc1,0.26697958,0.2726
6141d0e54e27a1844a5f00f0,1.1438578,1.1453
6141f077baaf234b352904f2,1.1052368,1.1073
6141e5d94e27a1844a5f037e,1.175782,1.1804
6143299a3ac25c70a5c6ccb3,0.40548876,0.4265
6141df3d3ac25c70a5c6c971,0.40756723,0.4195
61424d439cbada84a8676d0f,1.8051465,1.8093
6141ec923ac25c70a5c6c9dd,0.3634994,0.4012
6141d45431cf3ef3d4a9eee6,0.39519998,0.3665
61432fa04e27a1844a5f09f2,1.1459132,1.1461
6141f171baaf234b352904fa,1.1067413,1.1071
61423d1c9cbada84a8676ce5,1.8002759,1.8096
6141dedf9cbada84a8676a73,1.7977437,1.8067
6141cfc93ac25c70a5c6c875,0.3945984,0.4057
6141cfc99cbada84a8676855,1.8016835,1.8077
6141ddfbbaaf234b352903e4,0.96966237,0.9535
61421d3131cf3ef3d4a9f314,0.35263488,0.3569
6142138131cf3ef3d4a9f2c6,0.34926584,0.3591
614389f73ac25c70a5c6cd0d,0.4040612,0.4309
6141d5da3ac25c70a5c6c901,0.4125494,0.4275
6141d499ee0a3fd43fb47b73,0.3742657,0.3555
6141d7f29cbada84a86769d1,1.8037043,1.8095
6142391e4e27a1844a5f06d6,1.1375272,1.1419
614296b631cf3ef3d4a9f598,0.41170928,0.4167999999999999
614206adbaaf234b352905a0,1.1044856,1.106
61423c5931cf3ef3d4a9f3fa,0.4074948,0.4099
6141d0884e27a1844a5f00d4,1.1848613,1.1784
6141d0bf3ac25c70a5c6c899,0.40653053,0.4231
6141eea04e27a1844a5f0416,1.1365098,1.1396
6141fe299cbada84a8676bdd,1.7998472,1.8081
6141fd3bee0a3fd43fb47dfb,0.3492546,0.3571
614204414e27a1844a5f0532,1.1434443,1.1384
6141eb9431cf3ef3d4a9f0fa,0.3516278,0.3545
6141cf50cc0e69a0cf28ab5f,1.1519727,1.147
6141f09a4e27a1844a5f0438,1.138804,1.1383
6141d4ed9cbada84a867696d,1.8024932,1.8081
6141d00e9cbada84a867686f,1.8022085,1.8085
6141ee35baaf234b352904da,1.0952481,1.0948
6141da00ee0a3fd43fb47c11,0.42329964,0.4290999999999999
614318284e27a1844a5f09c6,1.1490045,1.1452
61420ecd9cbada84a8676c61,1.8021917,1.8096
6141cfe331cf3ef3d4a9edd8,0.26746082,0.2763
614209acee0a3fd43fb47e47,0.38484064,0.3784
6142aadb31cf3ef3d4a9f5d2,0.26706585,0.2747
6142743f31cf3ef3d4a9f512,0.4044421,0.4171
61442d83ee0a3fd43fb47fa1,0.3516136,0.3608
61421a0eee0a3fd43fb47e93,0.3430967,0.3499
614385094e27a1844a5f0a50,1.1471039,1.1453
6141d9ce4e27a1844a5f0258,1.1435043,1.1387
6141d75dee0a3fd43fb47bcb,0.34797415,0.3585
6141fbbfee0a3fd43fb47df3,0.39576897,0.4109
614270b44e27a1844a5f07f2,1.1450778,1.146
6141cf25baaf234b352901a4,1.104618,1.1048
6143724c4e27a1844a5f0a40,1.1449169,1.1445
6141ef44ee0a3fd43fb47d6f,0.4268504,0.4276999999999999
6141f90dee0a3fd43fb47ddb,0.34974095,0.3592
6141f9b54e27a1844a5f04ba,1.1440917,1.1477
6141cfb6baaf234b35290202,1.1086255,1.1083
61434c294e27a1844a5f0a1a,1.1437837,1.1448
61422abcee0a3fd43fb47ed5,0.3486592,0.3596999999999999
6141d4234e27a1844a5f019a,1.1456435,1.1454
6141dde94e27a1844a5f02ce,1.1449108,1.1488
614261344e27a1844a5f07ba,1.1460552,1.1419
6141d4d831cf3ef3d4a9eefc,0.38307264,0.3885999999999999
6141d7c631cf3ef3d4a9ef60,0.4005015,0.3994999999999999
6141d16431cf3ef3d4a9ee50,0.38662902,0.3864
6141dcee3ac25c70a5c6c959,0.39268753,0.3943
6141d8c39cbada84a86769e5,1.8003054,1.8092
614208684e27a1844a5f055a,1.1431271,1.1442
614416103ac25c70a5c6cd5f,0.38970786,0.401
6141cf303ac25c70a5c6c84d,0.3973304,0.4226999999999999
614298104e27a1844a5f0894,1.1420777,1.1423
6141e1dd3ac25c70a5c6c987,0.3879085,0.3958
61421a17baaf234b352905f8,1.0924202,1.0897
6141e0c231cf3ef3d4a9f042,0.3512969,0.3478
614282d14e27a1844a5f0838,1.1419551,1.1485
6141d34231cf3ef3d4a9eeb6,0.35092613,0.3549
6141e8d5baaf234b35290490,1.0820026,1.078
61426bdc31cf3ef3d4a9f4f0,0.29711914,0.301
6141f323ee0a3fd43fb47d9f,0.35192725,0.3601999999999999
614215c0baaf234b352905e2,1.1046249,1.1063
6141f8fd31cf3ef3d4a9f1ac,0.3081974,0.3205
614304c04e27a1844a5f09b0,1.1451131,1.1472
614237a631cf3ef3d4a9f3d8,0.36036476,0.3596
61422ed131cf3ef3d4a9f39a,0.39125958,0.4134
6141cf55baaf234b352901d0,1.1170112,1.1191
6141d164baaf234b35290280,1.1040844,1.1077
614341633ac25c70a5c6ccd1,0.26685482,0.2753
6141ed27ee0a3fd43fb47d59,0.35386845,0.3577
61421f03ee0a3fd43fb47eb1,0.34957197,0.36
6142336f31cf3ef3d4a9f3bc,0.40889755,0.4256
6141d83c4e27a1844a5f0228,1.1391019,1.1382
6143755b4e27a1844a5f0a42,1.1479071,1.1481
61420bd44e27a1844a5f0584,1.1515898,1.1495000000000002
6142230f9cbada84a8676ca3,1.8012425,1.8087
61428c13baaf234b35290702,1.0002564,1.0033
6141eb2d9cbada84a8676b2b,1.80363,1.8089
6141da51ee0a3fd43fb47c19,0.4232392,0.4299
614237d331cf3ef3d4a9f3da,0.34930444,0.3524
6141fe673ac25c70a5c6ca4d,0.40487143,0.4277
6141d086baaf234b3529024a,1.1033803,1.0989
